IsSpam,Pivot Question Value Numeric,Pivot Question,Pivot Question Value,Table Names,StartDate,EndDate,Status Response Type,IPAddress,Duration (in seconds),Finished,RecordedDate,ResponseID,LocationLatitude,LocationLongitude,DistributionChannel,Q2 How old are you?,Q3 What do you consider your race or ethnicity? (Optional),Q1 What is your gender? (Optional),Q4 Are you vaccinated against COVID-19?,Q5 There can be a variety of reasons why individuals like you have not received a COVID-19 vaccination,"Q6 If there were more vaccine choices available, would you consider getting one?","Q7 If there was a vaccine developed with more conventional methods, used in common vaccines for many years, would that appeal t","Q9 If there was a vaccine with less side effects, would that appeal to you more than the currently available vaccines?",State,County
False,1,Q13 If there was a vaccine developed using more conventional methods would you get it?,Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:22 PM,12/12/2021 7:17:15 PM,IP Address,162.213.22.22,53,True,12/12/2021 7:17:15 PM,R_8kSTqbhLbtNVXQ5,46.842605591,-102.291999817,anonymous,25-40,Caucasian,Female,No,I am unwilling to get a COVID vaccine.,No,No,No,North Dakota,Hettinger County
False,1,"Q14 If there was a vaccine with less side effects, would you get it?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:22 PM,12/12/2021 7:17:15 PM,IP Address,162.213.22.22,53,True,12/12/2021 7:17:15 PM,R_8kSTqbhLbtNVXQ5,46.842605591,-102.291999817,anonymous,25-40,Caucasian,Female,No,I am unwilling to get a COVID vaccine.,No,No,No,North Dakota,Hettinger County
False,1,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:22 PM,12/12/2021 7:17:15 PM,IP Address,162.213.22.22,53,True,12/12/2021 7:17:15 PM,R_8kSTqbhLbtNVXQ5,46.842605591,-102.291999817,anonymous,25-40,Caucasian,Female,No,I am unwilling to get a COVID vaccine.,No,No,No,North Dakota,Hettinger County
False,1,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:06 PM,12/12/2021 7:17:24 PM,IP Address,70.35.179.23,78,True,12/12/2021 7:17:24 PM,R_2QfXqozrQUouS4B,33.879699707,-78.519096375,anonymous,25-40,Caucasian,Female,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I already have natural immunity from previous infection.",Maybe,Yes,No,North Carolina,Brunswick County
False,3,Q13 If there was a vaccine developed using more conventional methods would you get it?,Unsure,survey3-geocoded.csv,12/12/2021 7:16:06 PM,12/12/2021 7:17:24 PM,IP Address,70.35.179.23,78,True,12/12/2021 7:17:24 PM,R_2QfXqozrQUouS4B,33.879699707,-78.519096375,anonymous,25-40,Caucasian,Female,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I already have natural immunity from previous infection.",Maybe,Yes,No,North Carolina,Brunswick County
False,3,"Q14 If there was a vaccine with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/12/2021 7:16:06 PM,12/12/2021 7:17:24 PM,IP Address,70.35.179.23,78,True,12/12/2021 7:17:24 PM,R_2QfXqozrQUouS4B,33.879699707,-78.519096375,anonymous,25-40,Caucasian,Female,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I already have natural immunity from previous infection.",Maybe,Yes,No,North Carolina,Brunswick County
False,3,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/12/2021 7:16:06 PM,12/12/2021 7:17:24 PM,IP Address,70.35.179.23,78,True,12/12/2021 7:17:24 PM,R_2QfXqozrQUouS4B,33.879699707,-78.519096375,anonymous,25-40,Caucasian,Female,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I already have natural immunity from previous infection.",Maybe,Yes,No,North Carolina,Brunswick County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/12/2021 7:16:51 PM,12/12/2021 7:17:29 PM,IP Address,68.51.182.179,37,True,12/12/2021 7:17:29 PM,R_3LYWfeQAuROZnHM,42.366302490,-82.998703003,anonymous,40-60,African,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Michigan,Wayne County
False,4,Q13 If there was a vaccine developed using more conventional methods would you get it?,Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:51 PM,12/12/2021 7:17:29 PM,IP Address,68.51.182.179,37,True,12/12/2021 7:17:29 PM,R_3LYWfeQAuROZnHM,42.366302490,-82.998703003,anonymous,40-60,African,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Michigan,Wayne County
False,4,"Q14 If there was a vaccine with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:51 PM,12/12/2021 7:17:29 PM,IP Address,68.51.182.179,37,True,12/12/2021 7:17:29 PM,R_3LYWfeQAuROZnHM,42.366302490,-82.998703003,anonymous,40-60,African,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Michigan,Wayne County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:51 PM,12/12/2021 7:17:29 PM,IP Address,68.51.182.179,37,True,12/12/2021 7:17:29 PM,R_3LYWfeQAuROZnHM,42.366302490,-82.998703003,anonymous,40-60,African,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Michigan,Wayne County
False,2,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Somewhat Unlikely,survey3-geocoded.csv,12/12/2021 7:16:18 PM,12/12/2021 7:17:35 PM,IP Address,172.58.103.68,76,True,12/12/2021 7:17:35 PM,R_2qlMD8aXPB6mBJi,29.764602661,-95.365699768,anonymous,40-60,Hispanic or Latino,Male,No,"I just haven’t got around to it.,Other",No,Yes,No,Texas,Harris County
False,3,Q13 If there was a vaccine developed using more conventional methods would you get it?,Unsure,survey3-geocoded.csv,12/12/2021 7:16:18 PM,12/12/2021 7:17:35 PM,IP Address,172.58.103.68,76,True,12/12/2021 7:17:35 PM,R_2qlMD8aXPB6mBJi,29.764602661,-95.365699768,anonymous,40-60,Hispanic or Latino,Male,No,"I just haven’t got around to it.,Other",No,Yes,No,Texas,Harris County
False,3,"Q14 If there was a vaccine with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/12/2021 7:16:18 PM,12/12/2021 7:17:35 PM,IP Address,172.58.103.68,76,True,12/12/2021 7:17:35 PM,R_2qlMD8aXPB6mBJi,29.764602661,-95.365699768,anonymous,40-60,Hispanic or Latino,Male,No,"I just haven’t got around to it.,Other",No,Yes,No,Texas,Harris County
False,3,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/12/2021 7:16:18 PM,12/12/2021 7:17:35 PM,IP Address,172.58.103.68,76,True,12/12/2021 7:17:35 PM,R_2qlMD8aXPB6mBJi,29.764602661,-95.365699768,anonymous,40-60,Hispanic or Latino,Male,No,"I just haven’t got around to it.,Other",No,Yes,No,Texas,Harris County
False,1,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:27 PM,12/12/2021 7:17:36 PM,IP Address,172.58.201.21,69,True,12/12/2021 7:17:37 PM,R_XpnKlw8IdEGJdUR,40.014892578,-75.143898010,anonymous,40-60,Caucasian,Female,No,I am unwilling to get a COVID vaccine.,No,No,No,Pennsylvania,Philadelphia County
False,1,Q13 If there was a vaccine developed using more conventional methods would you get it?,Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:27 PM,12/12/2021 7:17:36 PM,IP Address,172.58.201.21,69,True,12/12/2021 7:17:37 PM,R_XpnKlw8IdEGJdUR,40.014892578,-75.143898010,anonymous,40-60,Caucasian,Female,No,I am unwilling to get a COVID vaccine.,No,No,No,Pennsylvania,Philadelphia County
False,1,"Q14 If there was a vaccine with less side effects, would you get it?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:27 PM,12/12/2021 7:17:36 PM,IP Address,172.58.201.21,69,True,12/12/2021 7:17:37 PM,R_XpnKlw8IdEGJdUR,40.014892578,-75.143898010,anonymous,40-60,Caucasian,Female,No,I am unwilling to get a COVID vaccine.,No,No,No,Pennsylvania,Philadelphia County
False,1,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:27 PM,12/12/2021 7:17:36 PM,IP Address,172.58.201.21,69,True,12/12/2021 7:17:37 PM,R_XpnKlw8IdEGJdUR,40.014892578,-75.143898010,anonymous,40-60,Caucasian,Female,No,I am unwilling to get a COVID vaccine.,No,No,No,Pennsylvania,Philadelphia County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/12/2021 7:16:15 PM,12/12/2021 7:17:40 PM,IP Address,67.48.124.45,84,True,12/12/2021 7:17:40 PM,R_3fMGfRiDxUeW9yV,37.095397949,-81.811599731,anonymous,25-40,Caucasian,Female,No,I don’t think the current vaccines are safe.,Maybe,No,Yes,Virginia,Tazewell County
False,4,Q13 If there was a vaccine developed using more conventional methods would you get it?,Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:15 PM,12/12/2021 7:17:40 PM,IP Address,67.48.124.45,84,True,12/12/2021 7:17:40 PM,R_3fMGfRiDxUeW9yV,37.095397949,-81.811599731,anonymous,25-40,Caucasian,Female,No,I don’t think the current vaccines are safe.,Maybe,No,Yes,Virginia,Tazewell County
False,3,"Q14 If there was a vaccine with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/12/2021 7:16:15 PM,12/12/2021 7:17:40 PM,IP Address,67.48.124.45,84,True,12/12/2021 7:17:40 PM,R_3fMGfRiDxUeW9yV,37.095397949,-81.811599731,anonymous,25-40,Caucasian,Female,No,I don’t think the current vaccines are safe.,Maybe,No,Yes,Virginia,Tazewell County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:15 PM,12/12/2021 7:17:40 PM,IP Address,67.48.124.45,84,True,12/12/2021 7:17:40 PM,R_3fMGfRiDxUeW9yV,37.095397949,-81.811599731,anonymous,25-40,Caucasian,Female,No,I don’t think the current vaccines are safe.,Maybe,No,Yes,Virginia,Tazewell County
False,1,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:41 PM,IP Address,47.135.65.57,61,True,12/12/2021 7:17:41 PM,R_3lPMPhtluxWcQWG,35.918792725,-81.540298462,anonymous,25-40,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,No,No,Yes,North Carolina,Caldwell County
False,3,Q13 If there was a vaccine developed using more conventional methods would you get it?,Unsure,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:41 PM,IP Address,47.135.65.57,61,True,12/12/2021 7:17:41 PM,R_3lPMPhtluxWcQWG,35.918792725,-81.540298462,anonymous,25-40,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,No,No,Yes,North Carolina,Caldwell County
False,4,"Q14 If there was a vaccine with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:41 PM,IP Address,47.135.65.57,61,True,12/12/2021 7:17:41 PM,R_3lPMPhtluxWcQWG,35.918792725,-81.540298462,anonymous,25-40,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,No,No,Yes,North Carolina,Caldwell County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:41 PM,IP Address,47.135.65.57,61,True,12/12/2021 7:17:41 PM,R_3lPMPhtluxWcQWG,35.918792725,-81.540298462,anonymous,25-40,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,No,No,Yes,North Carolina,Caldwell County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/12/2021 7:16:48 PM,12/12/2021 7:17:42 PM,IP Address,174.250.145.2,53,True,12/12/2021 7:17:42 PM,R_3nd4ZN2WJNhhKTy,35.229598999,-80.843002319,anonymous,25-40,Caucasian,Male,No,I already have natural immunity from previous infection.,Maybe,Yes,Yes,North Carolina,Mecklenburg County
False,3,Q13 If there was a vaccine developed using more conventional methods would you get it?,Unsure,survey3-geocoded.csv,12/12/2021 7:16:48 PM,12/12/2021 7:17:42 PM,IP Address,174.250.145.2,53,True,12/12/2021 7:17:42 PM,R_3nd4ZN2WJNhhKTy,35.229598999,-80.843002319,anonymous,25-40,Caucasian,Male,No,I already have natural immunity from previous infection.,Maybe,Yes,Yes,North Carolina,Mecklenburg County
False,4,"Q14 If there was a vaccine with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:48 PM,12/12/2021 7:17:42 PM,IP Address,174.250.145.2,53,True,12/12/2021 7:17:42 PM,R_3nd4ZN2WJNhhKTy,35.229598999,-80.843002319,anonymous,25-40,Caucasian,Male,No,I already have natural immunity from previous infection.,Maybe,Yes,Yes,North Carolina,Mecklenburg County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:48 PM,12/12/2021 7:17:42 PM,IP Address,174.250.145.2,53,True,12/12/2021 7:17:42 PM,R_3nd4ZN2WJNhhKTy,35.229598999,-80.843002319,anonymous,25-40,Caucasian,Male,No,I already have natural immunity from previous infection.,Maybe,Yes,Yes,North Carolina,Mecklenburg County
False,1,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:05 PM,12/12/2021 7:17:43 PM,IP Address,73.19.196.175,98,True,12/12/2021 7:17:43 PM,R_eQIbgVulqAOX12F,36.013000488,-84.262397766,anonymous,25-40,Don't wish to say.,Female,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.,I already have natural immunity from previous infection.,I just haven’t got around to it.",No,No,No,Tennessee,Anderson County
False,1,Q13 If there was a vaccine developed using more conventional methods would you get it?,Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:05 PM,12/12/2021 7:17:43 PM,IP Address,73.19.196.175,98,True,12/12/2021 7:17:43 PM,R_eQIbgVulqAOX12F,36.013000488,-84.262397766,anonymous,25-40,Don't wish to say.,Female,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.,I already have natural immunity from previous infection.,I just haven’t got around to it.",No,No,No,Tennessee,Anderson County
False,2,"Q14 If there was a vaccine with less side effects, would you get it?",Somewhat Unlikely,survey3-geocoded.csv,12/12/2021 7:16:05 PM,12/12/2021 7:17:43 PM,IP Address,73.19.196.175,98,True,12/12/2021 7:17:43 PM,R_eQIbgVulqAOX12F,36.013000488,-84.262397766,anonymous,25-40,Don't wish to say.,Female,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.,I already have natural immunity from previous infection.,I just haven’t got around to it.",No,No,No,Tennessee,Anderson County
False,2,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Unlikely,survey3-geocoded.csv,12/12/2021 7:16:05 PM,12/12/2021 7:17:43 PM,IP Address,73.19.196.175,98,True,12/12/2021 7:17:43 PM,R_eQIbgVulqAOX12F,36.013000488,-84.262397766,anonymous,25-40,Don't wish to say.,Female,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.,I already have natural immunity from previous infection.,I just haven’t got around to it.",No,No,No,Tennessee,Anderson County
False,5,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Likely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:43 PM,IP Address,107.136.73.160,63,True,12/12/2021 7:17:43 PM,R_294IQmufSYMt7iv,36.147201538,-80.239997864,anonymous,25-40,African,Female,No,I just haven’t got around to it.,Yes,Yes,Yes,North Carolina,Forsyth County
False,4,Q13 If there was a vaccine developed using more conventional methods would you get it?,Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:43 PM,IP Address,107.136.73.160,63,True,12/12/2021 7:17:43 PM,R_294IQmufSYMt7iv,36.147201538,-80.239997864,anonymous,25-40,African,Female,No,I just haven’t got around to it.,Yes,Yes,Yes,North Carolina,Forsyth County
False,4,"Q14 If there was a vaccine with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:43 PM,IP Address,107.136.73.160,63,True,12/12/2021 7:17:43 PM,R_294IQmufSYMt7iv,36.147201538,-80.239997864,anonymous,25-40,African,Female,No,I just haven’t got around to it.,Yes,Yes,Yes,North Carolina,Forsyth County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:43 PM,IP Address,107.136.73.160,63,True,12/12/2021 7:17:43 PM,R_294IQmufSYMt7iv,36.147201538,-80.239997864,anonymous,25-40,African,Female,No,I just haven’t got around to it.,Yes,Yes,Yes,North Carolina,Forsyth County
False,1,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:52 PM,IP Address,47.38.160.167,72,True,12/12/2021 7:17:53 PM,R_2CB6lItcRAsvTU9,32.868499756,-97.286300659,anonymous,40-60,African,Female,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Texas,Tarrant County
False,3,Q13 If there was a vaccine developed using more conventional methods would you get it?,Unsure,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:52 PM,IP Address,47.38.160.167,72,True,12/12/2021 7:17:53 PM,R_2CB6lItcRAsvTU9,32.868499756,-97.286300659,anonymous,40-60,African,Female,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Texas,Tarrant County
False,3,"Q14 If there was a vaccine with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:52 PM,IP Address,47.38.160.167,72,True,12/12/2021 7:17:53 PM,R_2CB6lItcRAsvTU9,32.868499756,-97.286300659,anonymous,40-60,African,Female,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Texas,Tarrant County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:17:52 PM,IP Address,47.38.160.167,72,True,12/12/2021 7:17:53 PM,R_2CB6lItcRAsvTU9,32.868499756,-97.286300659,anonymous,40-60,African,Female,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Texas,Tarrant County
False,1,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:18:01 PM,IP Address,66.68.199.23,81,True,12/12/2021 7:18:01 PM,R_2qfSYhgDUZwyqmD,33.104705811,-96.092697144,anonymous,40-60,Caucasian,Male,No,I am unwilling to get a COVID vaccine.,No,Yes,Yes,Texas,Hunt County
False,5,Q13 If there was a vaccine developed using more conventional methods would you get it?,Very Likely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:18:01 PM,IP Address,66.68.199.23,81,True,12/12/2021 7:18:01 PM,R_2qfSYhgDUZwyqmD,33.104705811,-96.092697144,anonymous,40-60,Caucasian,Male,No,I am unwilling to get a COVID vaccine.,No,Yes,Yes,Texas,Hunt County
False,5,"Q14 If there was a vaccine with less side effects, would you get it?",Very Likely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:18:01 PM,IP Address,66.68.199.23,81,True,12/12/2021 7:18:01 PM,R_2qfSYhgDUZwyqmD,33.104705811,-96.092697144,anonymous,40-60,Caucasian,Male,No,I am unwilling to get a COVID vaccine.,No,Yes,Yes,Texas,Hunt County
False,5,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Very Likely,survey3-geocoded.csv,12/12/2021 7:16:40 PM,12/12/2021 7:18:01 PM,IP Address,66.68.199.23,81,True,12/12/2021 7:18:01 PM,R_2qfSYhgDUZwyqmD,33.104705811,-96.092697144,anonymous,40-60,Caucasian,Male,No,I am unwilling to get a COVID vaccine.,No,Yes,Yes,Texas,Hunt County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/12/2021 7:16:48 PM,12/12/2021 7:18:06 PM,IP Address,70.162.159.74,77,True,12/12/2021 7:18:06 PM,R_1gMHbdhpzSIIxTm,33.752899170,-112.089302063,anonymous,25-40,Caucasian,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Arizona,Maricopa County
False,3,Q13 If there was a vaccine developed using more conventional methods would you get it?,Unsure,survey3-geocoded.csv,12/12/2021 7:16:48 PM,12/12/2021 7:18:06 PM,IP Address,70.162.159.74,77,True,12/12/2021 7:18:06 PM,R_1gMHbdhpzSIIxTm,33.752899170,-112.089302063,anonymous,25-40,Caucasian,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Arizona,Maricopa County
False,4,"Q14 If there was a vaccine with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:48 PM,12/12/2021 7:18:06 PM,IP Address,70.162.159.74,77,True,12/12/2021 7:18:06 PM,R_1gMHbdhpzSIIxTm,33.752899170,-112.089302063,anonymous,25-40,Caucasian,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Arizona,Maricopa County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:48 PM,12/12/2021 7:18:06 PM,IP Address,70.162.159.74,77,True,12/12/2021 7:18:06 PM,R_1gMHbdhpzSIIxTm,33.752899170,-112.089302063,anonymous,25-40,Caucasian,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Arizona,Maricopa County
False,4,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:14 PM,12/12/2021 7:18:10 PM,IP Address,108.196.193.106,116,True,12/12/2021 7:18:10 PM,R_sby9cPyLD4WexJn,30.244094849,-81.615501404,anonymous,40-60,Caucasian,Female,No,Other,Maybe,Yes,Yes,Florida,Duval County
False,4,Q13 If there was a vaccine developed using more conventional methods would you get it?,Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:14 PM,12/12/2021 7:18:10 PM,IP Address,108.196.193.106,116,True,12/12/2021 7:18:10 PM,R_sby9cPyLD4WexJn,30.244094849,-81.615501404,anonymous,40-60,Caucasian,Female,No,Other,Maybe,Yes,Yes,Florida,Duval County
False,4,"Q14 If there was a vaccine with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:14 PM,12/12/2021 7:18:10 PM,IP Address,108.196.193.106,116,True,12/12/2021 7:18:10 PM,R_sby9cPyLD4WexJn,30.244094849,-81.615501404,anonymous,40-60,Caucasian,Female,No,Other,Maybe,Yes,Yes,Florida,Duval County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:14 PM,12/12/2021 7:18:10 PM,IP Address,108.196.193.106,116,True,12/12/2021 7:18:10 PM,R_sby9cPyLD4WexJn,30.244094849,-81.615501404,anonymous,40-60,Caucasian,Female,No,Other,Maybe,Yes,Yes,Florida,Duval County
False,2,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Somewhat Unlikely,survey3-geocoded.csv,12/12/2021 7:16:18 PM,12/12/2021 7:18:13 PM,IP Address,23.124.20.77,115,True,12/12/2021 7:18:14 PM,R_SCVcPqvlnomyNxv,33.523605347,-84.675003052,anonymous,40-60,Mixed Race,Male,No,"I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.",Maybe,Yes,Yes,Georgia,Fulton County
False,3,Q13 If there was a vaccine developed using more conventional methods would you get it?,Unsure,survey3-geocoded.csv,12/12/2021 7:16:18 PM,12/12/2021 7:18:13 PM,IP Address,23.124.20.77,115,True,12/12/2021 7:18:14 PM,R_SCVcPqvlnomyNxv,33.523605347,-84.675003052,anonymous,40-60,Mixed Race,Male,No,"I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.",Maybe,Yes,Yes,Georgia,Fulton County
False,4,"Q14 If there was a vaccine with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:18 PM,12/12/2021 7:18:13 PM,IP Address,23.124.20.77,115,True,12/12/2021 7:18:14 PM,R_SCVcPqvlnomyNxv,33.523605347,-84.675003052,anonymous,40-60,Mixed Race,Male,No,"I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.",Maybe,Yes,Yes,Georgia,Fulton County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/12/2021 7:16:18 PM,12/12/2021 7:18:13 PM,IP Address,23.124.20.77,115,True,12/12/2021 7:18:14 PM,R_SCVcPqvlnomyNxv,33.523605347,-84.675003052,anonymous,40-60,Mixed Race,Male,No,"I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.",Maybe,Yes,Yes,Georgia,Fulton County
False,1,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:22 PM,12/12/2021 7:18:15 PM,IP Address,24.129.10.177,112,True,12/12/2021 7:18:15 PM,R_Dc78kAx0CfWUSNX,30.341506958,-81.735801697,anonymous,40-60,Caucasian,Male,No,I don't trust in the way the current vaccines were developed.,No,No,No,Florida,Duval County
False,1,Q13 If there was a vaccine developed using more conventional methods would you get it?,Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:22 PM,12/12/2021 7:18:15 PM,IP Address,24.129.10.177,112,True,12/12/2021 7:18:15 PM,R_Dc78kAx0CfWUSNX,30.341506958,-81.735801697,anonymous,40-60,Caucasian,Male,No,I don't trust in the way the current vaccines were developed.,No,No,No,Florida,Duval County
False,1,"Q14 If there was a vaccine with less side effects, would you get it?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:22 PM,12/12/2021 7:18:15 PM,IP Address,24.129.10.177,112,True,12/12/2021 7:18:15 PM,R_Dc78kAx0CfWUSNX,30.341506958,-81.735801697,anonymous,40-60,Caucasian,Male,No,I don't trust in the way the current vaccines were developed.,No,No,No,Florida,Duval County
False,1,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Very Unlikely,survey3-geocoded.csv,12/12/2021 7:16:22 PM,12/12/2021 7:18:15 PM,IP Address,24.129.10.177,112,True,12/12/2021 7:18:15 PM,R_Dc78kAx0CfWUSNX,30.341506958,-81.735801697,anonymous,40-60,Caucasian,Male,No,I don't trust in the way the current vaccines were developed.,No,No,No,Florida,Duval County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/12/2021 7:16:54 PM,12/12/2021 7:18:45 PM,IP Address,108.84.21.220,111,True,12/12/2021 7:18:46 PM,R_302ibpqOCdGxUUt,26.098800659,-80.180603027,anonymous,40-60,Caucasian,Male,No,I just haven’t got around to it.,Maybe,Yes,Yes,Florida,Broward County
